name,id_kecamatan,kabupaten_kota_id
Bahodopi,720610,Kab. Morowali
Wita Ponda,720612,Kab. Morowali
Bungku Pesisir,720615,Kab. Morowali
Bungku Timur,720618,Kab. Morowali
Totikum,720703,Kab. Banggai Kepulauan
Tinangkung,720704,Kab. Banggai Kepulauan
Liang,720705,Kab. Banggai Kepulauan
Bulagi,720706,Kab. Banggai Kepulauan
Buko,720707,Kab. Banggai Kepulauan
Bulagi Selatan,720709,Kab. Banggai Kepulauan
Tinangkung Selatan,720711,Kab. Banggai Kepulauan
Totikum Selatan,720715,Kab. Banggai Kepulauan
Peling Tengah,720716,Kab. Banggai Kepulauan
Bulagi Utara,720717,Kab. Banggai Kepulauan
Buko Selatan,720718,Kab. Banggai Kepulauan
Tinangkung Utara,720719,Kab. Banggai Kepulauan
Parigi,720801,Kab. Parigi Moutong
Ampibabo,720802,Kab. Parigi Moutong
Tinombo,720803,Kab. Parigi Moutong
Moutong,720804,Kab. Parigi Moutong
Tomini,720805,Kab. Parigi Moutong
Sausu,720806,Kab. Parigi Moutong
Bolano Lambunu,720807,Kab. Parigi Moutong
Kasimbar,720808,Kab. Parigi Moutong
Torue,720809,Kab. Parigi Moutong
Tinombo Selatan,720810,Kab. Parigi Moutong
Parigi Selatan,720811,Kab. Parigi Moutong
Mepanga,720812,Kab. Parigi Moutong
Toribulu,720813,Kab. Parigi Moutong
Taopa,720814,Kab. Parigi Moutong
Balinggi,720815,Kab. Parigi Moutong
Parigi Barat,720816,Kab. Parigi Moutong
Siniu,720817,Kab. Parigi Moutong
Palasa,720818,Kab. Parigi Moutong
Parigi Utara,720819,Kab. Parigi Moutong
Parigi Tengah,720820,Kab. Parigi Moutong
Bolano,720821,Kab. Parigi Moutong
Ongka Malino,720822,Kab. Parigi Moutong
Sidoan,720823,Kab. Parigi Moutong
Una Una,720901,Kab. Tojo Una Una
Togean,720902,Kab. Tojo Una Una
Walea Kepulauan,720903,Kab. Tojo Una Una
Ampana Tete,720904,Kab. Tojo Una Una
Ampana Kota,720905,Kab. Tojo Una Una
Ulubongka,720906,Kab. Tojo Una Una
Tojo Barat,720907,Kab. Tojo Una Una
Tojo,720908,Kab. Tojo Una Una
Walea Besar,720909,Kab. Tojo Una Una
Ratolindo,720910,Kab. Tojo Una Una
Batudaka,720911,Kab. Tojo Una Una
Talatako,720912,Kab. Tojo Una Una
Sigi Biromaru,721001,Kab. Sigi
Palolo,721002,Kab. Sigi
Nokilalaki,721003,Kab. Sigi
Lindu,721004,Kab. Sigi
Kulawi,721005,Kab. Sigi
Kulawi Selatan,721006,Kab. Sigi
Pipikoro,721007,Kab. Sigi
Gumbasa,721008,Kab. Sigi
Dolo Selatan,721009,Kab. Sigi
Tanambulava,721010,Kab. Sigi
Dolo Barat,721011,Kab. Sigi
Dolo,721012,Kab. Sigi
Kinovaro,721013,Kab. Sigi
Marawola,721014,Kab. Sigi
Marawola Barat,721015,Kab. Sigi
Banggai,721101,Kab. Banggai Laut
Banggai Utara,721102,Kab. Banggai Laut
Bokan Kepulauan,721103,Kab. Banggai Laut
Bangkurung,721104,Kab. Banggai Laut
Labobo,721105,Kab. Banggai Laut
Banggai Selatan,721106,Kab. Banggai Laut
Banggai Tengah,721107,Kab. Banggai Laut
Petasia,721201,Kab. Morowali Utara
Petasia Timur,721202,Kab. Morowali Utara
Lembo Raya,721203,Kab. Morowali Utara
Lembo,721204,Kab. Morowali Utara
Mori Atas,721205,Kab. Morowali Utara
Mori Utara,721206,Kab. Morowali Utara
Soyo Jaya,721207,Kab. Morowali Utara
Bungku Utara,721208,Kab. Morowali Utara
Mamosalato,721209,Kab. Morowali Utara
Petasia Barat,721210,Kab. Morowali Utara
Palu Timur,727101,Kota Palu
Palu Barat,727102,Kota Palu
Palu Selatan,727103,Kota Palu
Palu Utara,727104,Kota Palu
Ulujadi,727105,Kota Palu
Tatanga,727106,Kota Palu
Tawaeli,727107,Kota Palu
Mantikulore,727108,Kota Palu
Benteng,730101,Kab. Kepulauan Selayar
Bontoharu,730102,Kab. Kepulauan Selayar
Bontomatene,730103,Kab. Kepulauan Selayar
Bontomanai,730104,Kab. Kepulauan Selayar
Bontosikuyu,730105,Kab. Kepulauan Selayar
Pasimasunggu,730106,Kab. Kepulauan Selayar
Pasimarannu,730107,Kab. Kepulauan Selayar
Taka Bonerate,730108,Kab. Kepulauan Selayar
Pasilambena,730109,Kab. Kepulauan Selayar
Pasimasunggu Timur,730110,Kab. Kepulauan Selayar
Buki,730111,Kab. Kepulauan Selayar
Gantarang,730201,Kab. Bulukumba
Ujung Bulu,730202,Kab. Bulukumba
Bonto Bahari,730203,Kab. Bulukumba
Bonto Tiro,730204,Kab. Bulukumba
Herlang,730205,Kab. Bulukumba
Kajang,730206,Kab. Bulukumba
Bulukumpa,730207,Kab. Bulukumba
Kindang,730208,Kab. Bulukumba
Ujungloe,730209,Kab. Bulukumba
Rilauale,730210,Kab. Bulukumba
Bissappu,730301,Kab. Bantaeng
Bantaeng,730302,Kab. Bantaeng
Eremerasa,730303,Kab. Bantaeng
Tompo Bulu,730304,Kab. Bantaeng
Pajukukang,730305,Kab. Bantaeng
Uluere,730306,Kab. Bantaeng
Gantarang Keke,730307,Kab. Bantaeng
Sinoa,730308,Kab. Bantaeng
Bangkala,730401,Kab. Jeneponto
Tamalatea,730402,Kab. Jeneponto
Binamu,730403,Kab. Jeneponto
Batang,730404,Kab. Jeneponto
Kelara,730405,Kab. Jeneponto
Bangkala Barat,730406,Kab. Jeneponto
Bontoramba,730407,Kab. Jeneponto
Turatea,730408,Kab. Jeneponto
Arungkeke,730409,Kab. Jeneponto
Rumbia,730410,Kab. Jeneponto
Tarowang,730411,Kab. Jeneponto
Mappakasunggu,730501,Kab. Takalar
Mangarabombang,730502,Kab. Takalar
Polongbangkeng Selatan,730503,Kab. Takalar
Polongbangkeng Utara,730504,Kab. Takalar
Galesong Selatan,730505,Kab. Takalar
Galesong Utara,730506,Kab. Takalar
Pattallassang,730507,Kab. Takalar
Sanrobone,730508,Kab. Takalar
Galesong,730509,Kab. Takalar
Kepulauan Tanakeke,730510,Kab. Takalar
Polongbangkeng Timur,730511,Kab. Takalar
Laikang,730512,Kab. Takalar
Bontonompo,730601,Kab. Gowa
Bajeng,730602,Kab. Gowa
Tompobulu,730603,Kab. Gowa
Tinggimoncong,730604,Kab. Gowa
Parangloe,730605,Kab. Gowa
Bontomarannu,730606,Kab. Gowa
Pallangga,730607,Kab. Gowa
Somba Opu,730608,Kab. Gowa
Bungaya,730609,Kab. Gowa
Tombolopao,730610,Kab. Gowa
Biringbulu,730611,Kab. Gowa
Barombong,730612,Kab. Gowa
Pattallasang,730613,Kab. Gowa
Manuju,730614,Kab. Gowa
Bontolempangang,730615,Kab. Gowa
Bontonompo Selatan,730616,Kab. Gowa
Parigi,730617,Kab. Gowa
Bajeng Barat,730618,Kab. Gowa
Sinjai Barat,730701,Kab. Sinjai
Sinjai Selatan,730702,Kab. Sinjai
Sinjai Timur,730703,Kab. Sinjai
Sinjai Tengah,730704,Kab. Sinjai
Sinjai Utara,730705,Kab. Sinjai
Bulupoddo,730706,Kab. Sinjai
Sinjai Borong,730707,Kab. Sinjai
Tellu Limpoe,730708,Kab. Sinjai
Pulau Sembilan,730709,Kab. Sinjai
Bontocani,730801,Kab. Bone
Kahu,730802,Kab. Bone
Kajuara,730803,Kab. Bone
Salomekko,730804,Kab. Bone
Tonra,730805,Kab. Bone
Libureng,730806,Kab. Bone
Mare,730807,Kab. Bone
Sibulue,730808,Kab. Bone
Barebbo,730809,Kab. Bone
Cina,730810,Kab. Bone
Ponre,730811,Kab. Bone
Lappariaja,730812,Kab. Bone
Lamuru,730813,Kab. Bone
Ulaweng,730814,Kab. Bone
Palakka,730815,Kab. Bone
Awangpone,730816,Kab. Bone
Tellu Siattinge,730817,Kab. Bone
Ajangale,730818,Kab. Bone
Dua Boccoe,730819,Kab. Bone
Cenrana,730820,Kab. Bone
Tanete Riattang,730821,Kab. Bone
Tanete Riattang Barat,730822,Kab. Bone
Tanete Riattang Timur,730823,Kab. Bone
Amali,730824,Kab. Bone
Tellulimpoe,730825,Kab. Bone
Bengo,730826,Kab. Bone
Patimpeng,730827,Kab. Bone
Mandai,730901,Kab. Maros
Camba,730902,Kab. Maros
Bantimurung,730903,Kab. Maros
Maros Baru,730904,Kab. Maros
Bontoa,730905,Kab. Maros
Malllawa,730906,Kab. Maros
Tanralili,730907,Kab. Maros
Marusu,730908,Kab. Maros
Simbang,730909,Kab. Maros
Cenrana,730910,Kab. Maros
Tompobulu,730911,Kab. Maros
Lau,730912,Kab. Maros
Moncongloe,730913,Kab. Maros
Turikale,730914,Kab. Maros
Liukang Tangaya,731001,Kab. Pangkajene Kepulauan
Liukang Kalmas,731002,Kab. Pangkajene Kepulauan
Liukang Tupabbiring,731003,Kab. Pangkajene Kepulauan
Pangkajene,731004,Kab. Pangkajene Kepulauan
Balocci,731005,Kab. Pangkajene Kepulauan
Bungoro,731006,Kab. Pangkajene Kepulauan
Labakkang,731007,Kab. Pangkajene Kepulauan
Marang,731008,Kab. Pangkajene Kepulauan
Segeri,731009,Kab. Pangkajene Kepulauan
Minasa Tene,731010,Kab. Pangkajene Kepulauan
Mandalle,731011,Kab. Pangkajene Kepulauan
Tondong Tallasa,731012,Kab. Pangkajene Kepulauan
Liukang Tupabbiring Utara,731013,Kab. Pangkajene Kepulauan
Tanete Riaja,731101,Kab. Barru
Tanete Rilau,731102,Kab. Barru
Barru,731103,Kab. Barru
Soppeng Riaja,731104,Kab. Barru
Mallusetasi,731105,Kab. Barru
Pujananting,731106,Kab. Barru
Balusu,731107,Kab. Barru
Marioriwawo,731201,Kab. Soppeng
Liliraja,731202,Kab. Soppeng
Lilirilau,731203,Kab. Soppeng
Lalabata,731204,Kab. Soppeng
Marioriawa,731205,Kab. Soppeng
Donri Donri,731206,Kab. Soppeng
Ganra,731207,Kab. Soppeng
Citta,731208,Kab. Soppeng
Sabangparu,731301,Kab. Wajo
Pammana,731302,Kab. Wajo
Takkalalla,731303,Kab. Wajo
Sajoanging,731304,Kab. Wajo
Majauleng,731305,Kab. Wajo
Tempe,731306,Kab. Wajo
Belawa,731307,Kab. Wajo
Tanasitolo,731308,Kab. Wajo
Maniangpajo,731309,Kab. Wajo
Pitumpanua,731310,Kab. Wajo
Bola,731311,Kab. Wajo
Penrang,731312,Kab. Wajo
Gilireng,731313,Kab. Wajo
Keera,731314,Kab. Wajo
Panca Lautang,731401,Kab. Sidenreng Rappang
Tellu Limpoe,731402,Kab. Sidenreng Rappang
Watang Pulu,731403,Kab. Sidenreng Rappang
Baranti,731404,Kab. Sidenreng Rappang
Panca Rijang,731405,Kab. Sidenreng Rappang
Kulo,731406,Kab. Sidenreng Rappang
Maritengngae,731407,Kab. Sidenreng Rappang
Watang Sidenreng,731408,Kab. Sidenreng Rappang
Dua Pitue,731409,Kab. Sidenreng Rappang
Pitu Riawa,731410,Kab. Sidenreng Rappang
Pitu Riase,731411,Kab. Sidenreng Rappang
Mattiro Sompe,731501,Kab. Pinrang
Suppa,731502,Kab. Pinrang
Mattiro Bulu,731503,Kab. Pinrang
Watang Sawitto,731504,Kab. Pinrang
Patampanua,731505,Kab. Pinrang
Duampanua,731506,Kab. Pinrang
Lembang,731507,Kab. Pinrang
Cempa,731508,Kab. Pinrang
Tiroang,731509,Kab. Pinrang
Lanrisang,731510,Kab. Pinrang
Paleteang,731511,Kab. Pinrang
Batulappa,731512,Kab. Pinrang
Maiwa,731601,Kab. Enrekang
Enrekang,731602,Kab. Enrekang
Baraka,731603,Kab. Enrekang
Anggeraja,731604,Kab. Enrekang
Alla,731605,Kab. Enrekang
Bungin,731606,Kab. Enrekang
Cendana,731607,Kab. Enrekang
Curio,731608,Kab. Enrekang
Malua,731609,Kab. Enrekang
Buntu Batu,731610,Kab. Enrekang
Masalle,731611,Kab. Enrekang
Baroko,731612,Kab. Enrekang
Basse Sangtempe,731701,Kab. Luwu
Larompong,731702,Kab. Luwu
Suli,731703,Kab. Luwu
Bajo,731704,Kab. Luwu
Bua Ponrang,731705,Kab. Luwu
Walenrang,731706,Kab. Luwu
Belopa,731707,Kab. Luwu
Bua,731708,Kab. Luwu
Lamasi,731709,Kab. Luwu
Larompong Selatan,731710,Kab. Luwu
Ponrang,731711,Kab. Luwu
Latimojong,731712,Kab. Luwu
Kamanre,731713,Kab. Luwu
Belopa Utara,731714,Kab. Luwu
Walenrang Barat,731715,Kab. Luwu
Walenrang Utara,731716,Kab. Luwu
Walenrang Timur,731717,Kab. Luwu
Lamasi Timur,731718,Kab. Luwu
Suli Barat,731719,Kab. Luwu
Bajo Barat,731720,Kab. Luwu
Ponrang Selatan,731721,Kab. Luwu
Basse Sangtempe Utara,731722,Kab. Luwu
Saluputi,731801,Kab. Tana Toraja
Bittuang,731802,Kab. Tana Toraja
Bonggakaradeng,731803,Kab. Tana Toraja
Makale,731805,Kab. Tana Toraja
Simbuang,731809,Kab. Tana Toraja
Rantetayo,731811,Kab. Tana Toraja
Mengkendek,731812,Kab. Tana Toraja
Sangalla,731813,Kab. Tana Toraja
Gandangbatu Sillanan,731819,Kab. Tana Toraja
Rembon,731820,Kab. Tana Toraja
Makale Utara,731827,Kab. Tana Toraja
Mappak,731828,Kab. Tana Toraja
Makale Selatan,731829,Kab. Tana Toraja
Masanda,731831,Kab. Tana Toraja
Sangalla Selatan,731833,Kab. Tana Toraja
Sangalla Utara,731834,Kab. Tana Toraja
Malimbong Balepe,731835,Kab. Tana Toraja
Rano,731837,Kab. Tana Toraja
Kurra,731838,Kab. Tana Toraja
Malangke,732201,Kab. Luwu Utara
Bone Bone,732202,Kab. Luwu Utara
Masamba,732203,Kab. Luwu Utara
Sabbang,732204,Kab. Luwu Utara
Rongkong,732205,Kab. Luwu Utara
Sukamaju,732206,Kab. Luwu Utara
Seko,732207,Kab. Luwu Utara
Malangke Barat,732208,Kab. Luwu Utara
Rampi,732209,Kab. Luwu Utara
Mappedeceng,732210,Kab. Luwu Utara
Baebunta,732211,Kab. Luwu Utara
Tana Lili,732212,Kab. Luwu Utara
Sukamaju Selatan,732213,Kab. Luwu Utara
Baebunta Selatan,732214,Kab. Luwu Utara
Sabbang Selatan,732215,Kab. Luwu Utara
Mangkutana,732401,Kab. Luwu Timur
Nuha,732402,Kab. Luwu Timur
Towuti,732403,Kab. Luwu Timur
Malili,732404,Kab. Luwu Timur
Angkona,732405,Kab. Luwu Timur
Wotu,732406,Kab. Luwu Timur
Burau,732407,Kab. Luwu Timur
Tomoni,732408,Kab. Luwu Timur
Tomoni Timur,732409,Kab. Luwu Timur
Kalaena,732410,Kab. Luwu Timur
Wasuponda,732411,Kab. Luwu Timur
Rantepao,732601,Kab. Toraja Utara
Sesean,732602,Kab. Toraja Utara
Nanggala,732603,Kab. Toraja Utara
Rindingallo,732604,Kab. Toraja Utara
Buntao,732605,Kab. Toraja Utara
Sa'dan,732606,Kab. Toraja Utara
Sanggalangi,732607,Kab. Toraja Utara
Sopai,732608,Kab. Toraja Utara
Tikala,732609,Kab. Toraja Utara
Balusu,732610,Kab. Toraja Utara
Tallunglipu,732611,Kab. Toraja Utara
Dende' Piongan Napo,732612,Kab. Toraja Utara
Buntu Pepasan,732613,Kab. Toraja Utara
Baruppu,732614,Kab. Toraja Utara
Kesu,732615,Kab. Toraja Utara
Tondon,732616,Kab. Toraja Utara
Bangkelekila,732617,Kab. Toraja Utara
Rantebua,732618,Kab. Toraja Utara
Sesean Suloara,732619,Kab. Toraja Utara
Kapala Pitu,732620,Kab. Toraja Utara
Awan Rante Karua,732621,Kab. Toraja Utara
Mariso,737101,Kota Makassar
Mamajang,737102,Kota Makassar
Makassar,737103,Kota Makassar
Ujung Pandang,737104,Kota Makassar
Wajo,737105,Kota Makassar
Bontoala,737106,Kota Makassar
Tallo,737107,Kota Makassar
Ujung Tanah,737108,Kota Makassar
Panakkukang,737109,Kota Makassar
Tamalate,737110,Kota Makassar
Biringkanaya,737111,Kota Makassar
Manggala,737112,Kota Makassar
Rappocini,737113,Kota Makassar
Tamalanrea,737114,Kota Makassar
Kepulauan Sangkarrang,737115,Kota Makassar
Bacukiki,737201,Kota Pare Pare
Ujung,737202,Kota Pare Pare
Soreang,737203,Kota Pare Pare
Bacukiki Barat,737204,Kota Pare Pare
Wara,737301,Kota Palopo
Wara Utara,737302,Kota Palopo
Wara Selatan,737303,Kota Palopo
Telluwanua,737304,Kota Palopo
Wara Timur,737305,Kota Palopo
Wara Barat,737306,Kota Palopo
Sendana,737307,Kota Palopo
Mungkajang,737308,Kota Palopo
Bara,737309,Kota Palopo
Wundulako,740101,Kab. Kolaka
Kolaka,740104,Kab. Kolaka
Pomalaa,740107,Kab. Kolaka
Watubangga,740108,Kab. Kolaka
Wolo,740110,Kab. Kolaka
Baula,740112,Kab. Kolaka
Latambaga,740114,Kab. Kolaka
Tanggetada,740118,Kab. Kolaka
Samaturu,740120,Kab. Kolaka
Toari,740124,Kab. Kolaka
Polinggona,740125,Kab. Kolaka
Iwoimendaa,740127,Kab. Kolaka
Lambuya,740201,Kab. Konawe
Unaaha,740202,Kab. Konawe
Wawotobi,740203,Kab. Konawe
Pondidaha,740204,Kab. Konawe
Sampara,740205,Kab. Konawe
Abuki,740210,Kab. Konawe
Soropia,740211,Kab. Konawe
Tongauna,740215,Kab. Konawe
Latoma,740216,Kab. Konawe
Puriala,740217,Kab. Konawe
Uepai,740218,Kab. Konawe
Wonggeduku,740219,Kab. Konawe
Besulutu,740220,Kab. Konawe
Bondoala,740221,Kab. Konawe
Routa,740223,Kab. Konawe
Anggaberi,740224,Kab. Konawe
Meluhu,740225,Kab. Konawe
Amonggedo,740228,Kab. Konawe
Asinua,740231,Kab. Konawe
Konawe,740232,Kab. Konawe
Kapoiala,740233,Kab. Konawe
Lalonggasumeeto,740236,Kab. Konawe
Onembute,740237,Kab. Konawe
Padangguni,740238,Kab. Konawe
Morosi,740239,Kab. Konawe
Anggalomoare,740240,Kab. Konawe
Wonggeduku Barat,740241,Kab. Konawe
Tongauna Utara,740242,Kab. Konawe
Napabalano,740306,Kab. Muna
Maligano,740307,Kab. Muna
Wakorumba Selatan,740313,Kab. Muna
Lasalepa,740314,Kab. Muna
Batalaiworu,740315,Kab. Muna
Katobu,740316,Kab. Muna
Duruka,740317,Kab. Muna
Lohia,740318,Kab. Muna
Watopute,740319,Kab. Muna
Kontunaga,740320,Kab. Muna
Kabangka,740323,Kab. Muna
Kabawo,740324,Kab. Muna
Parigi,740325,Kab. Muna
Bone,740326,Kab. Muna
Tongkuno,740327,Kab. Muna
Pasir Putih,740328,Kab. Muna
Kontu Kowuna,740330,Kab. Muna
Marobo,740331,Kab. Muna
Tongkuno Selatan,740332,Kab. Muna
Pasi Kolaga,740333,Kab. Muna
Batukara,740334,Kab. Muna
Towea,740337,Kab. Muna
Pasarwajo,740411,Kab. Buton
Kapontori,740422,Kab. Buton
Lasalimu,740423,Kab. Buton
Lasalimu Selatan,740424,Kab. Buton
Siotapina,740427,Kab. Buton
Wolowa,740428,Kab. Buton
Wabula,740429,Kab. Buton
Tinanggea,740501,Kab. Konawe Selatan
Angata,740502,Kab. Konawe Selatan
Andoolo,740503,Kab. Konawe Selatan
Palangga,740504,Kab. Konawe Selatan
Landono,740505,Kab. Konawe Selatan
Lainea,740506,Kab. Konawe Selatan
Konda,740507,Kab. Konawe Selatan
Ranomeeto,740508,Kab. Konawe Selatan
Kolono,740509,Kab. Konawe Selatan
Moramo,740510,Kab. Konawe Selatan
Laonti,740511,Kab. Konawe Selatan
Lalembuu,740512,Kab. Konawe Selatan
Benua,740513,Kab. Konawe Selatan
Palangga Selatan,740514,Kab. Konawe Selatan
Mowila,740515,Kab. Konawe Selatan
Moramo Utara,740516,Kab. Konawe Selatan
Buke,740517,Kab. Konawe Selatan
Wolasi,740518,Kab. Konawe Selatan
Laeya,740519,Kab. Konawe Selatan
Baito,740520,Kab. Konawe Selatan
Basala,740521,Kab. Konawe Selatan
Ranomeeto Barat,740522,Kab. Konawe Selatan
Kolono Timur,740523,Kab. Konawe Selatan
Sabulakoa,740524,Kab. Konawe Selatan
Andoolo Barat,740525,Kab. Konawe Selatan
Poleang,740601,Kab. Bombana
Poleang Timur,740602,Kab. Bombana
Rarowatu,740603,Kab. Bombana
Rumbia,740604,Kab. Bombana
Kabaena,740605,Kab. Bombana
Kabaena Timur,740606,Kab. Bombana
Poleang Barat,740607,Kab. Bombana
Mata Oleo,740608,Kab. Bombana
Rarowatu Utara,740609,Kab. Bombana
Poleang Utara,740610,Kab. Bombana
Poleang Selatan,740611,Kab. Bombana
Poleang Tenggara,740612,Kab. Bombana
Kabaena Selatan,740613,Kab. Bombana
Kabaena Barat,740614,Kab. Bombana
Kabaena Utara,740615,Kab. Bombana
Kabaena Tengah,740616,Kab. Bombana
Kep. Masaloka Raya,740617,Kab. Bombana
Rumbia Tengah,740618,Kab. Bombana
Poleang Tengah,740619,Kab. Bombana
Tontonunu,740620,Kab. Bombana
Lantari Jaya,740621,Kab. Bombana
Mata Usu,740622,Kab. Bombana
Wangi-Wangi,740701,Kab. Wakatobi
Kaledupa,740702,Kab. Wakatobi
Tomia,740703,Kab. Wakatobi
Binongko,740704,Kab. Wakatobi
Wangi Wangi Selatan,740705,Kab. Wakatobi
Kaledupa Selatan,740706,Kab. Wakatobi
Tomia Timur,740707,Kab. Wakatobi
Togo Binongko,740708,Kab. Wakatobi
Lasusua,740801,Kab. Kolaka Utara
Pakue,740802,Kab. Kolaka Utara
Batu Putih,740803,Kab. Kolaka Utara
Rante Angin,740804,Kab. Kolaka Utara
Kodeoha,740805,Kab. Kolaka Utara
Ngapa,740806,Kab. Kolaka Utara
Wawo,740807,Kab. Kolaka Utara
Lambai,740808,Kab. Kolaka Utara
Watunohu,740809,Kab. Kolaka Utara
Pakue Tengah,740810,Kab. Kolaka Utara
Pakue Utara,740811,Kab. Kolaka Utara
Porehu,740812,Kab. Kolaka Utara
Katoi,740813,Kab. Kolaka Utara
Tiwu,740814,Kab. Kolaka Utara
Tolala,740815,Kab. Kolaka Utara
Asera,740901,Kab. Konawe Utara
Wiwirano,740902,Kab. Konawe Utara
Langgikima,740903,Kab. Konawe Utara
Molawe,740904,Kab. Konawe Utara
Lasolo,740905,Kab. Konawe Utara
Lembo,740906,Kab. Konawe Utara
Sawa,740907,Kab. Konawe Utara
Oheo,740908,Kab. Konawe Utara
Andowia,740909,Kab. Konawe Utara
Motui,740910,Kab. Konawe Utara
Wawolesea,740911,Kab. Konawe Utara
Lasolo Kepulauan,740912,Kab. Konawe Utara
Landawe,740913,Kab. Konawe Utara
Kulisusu,741001,Kab. Buton Utara
Kambowa,741002,Kab. Buton Utara
Bonegunu,741003,Kab. Buton Utara
Kulisusu Barat,741004,Kab. Buton Utara
Kulisusu Utara,741005,Kab. Buton Utara
Wakorumba Utara,741006,Kab. Buton Utara
Tirawuta,741101,Kab. Kolaka Timur
Loea,741102,Kab. Kolaka Timur
Ladongi,741103,Kab. Kolaka Timur
Poli Polia,741104,Kab. Kolaka Timur
Lambandia,741105,Kab. Kolaka Timur
Lalolae,741106,Kab. Kolaka Timur
Mowewe,741107,Kab. Kolaka Timur
Uluiwoi,741108,Kab. Kolaka Timur
Tinondo,741109,Kab. Kolaka Timur
Aere,741110,Kab. Kolaka Timur
Ueesi,741111,Kab. Kolaka Timur
Dangia,741112,Kab. Kolaka Timur
Wawonii Barat,741201,Kab. Konawe Kepulauan
Wawonii Utara,741202,Kab. Konawe Kepulauan
Wawonii Timur Laut,741203,Kab. Konawe Kepulauan
Wawonii Timur,741204,Kab. Konawe Kepulauan
Wawonii Tenggara,741205,Kab. Konawe Kepulauan
Wawonii Selatan,741206,Kab. Konawe Kepulauan
Wawonii Tengah,741207,Kab. Konawe Kepulauan
Sawerigadi,741301,Kab. Muna Barat
Barangka,741302,Kab. Muna Barat
Lawa,741303,Kab. Muna Barat
Wadaga,741304,Kab. Muna Barat
Tiworo Selatan,741305,Kab. Muna Barat
Maginti,741306,Kab. Muna Barat
Tiworo Tengah,741307,Kab. Muna Barat
Tiworo Utara,741308,Kab. Muna Barat
Tiworo Kepulauan,741309,Kab. Muna Barat
Kusambi,741310,Kab. Muna Barat
Napano Kusambi,741311,Kab. Muna Barat
Lakudo,741401,Kab. Buton Tengah
Mawasangka Timur,741402,Kab. Buton Tengah
Mawasangka Tengah,741403,Kab. Buton Tengah
Mawasangka,741404,Kab. Buton Tengah
Talaga Raya,741405,Kab. Buton Tengah
Gu,741406,Kab. Buton Tengah
Sangia Wambulu,741407,Kab. Buton Tengah
Batauga,741501,Kab. Buton Selatan
Sampolawa,741502,Kab. Buton Selatan
Lapandewa,741503,Kab. Buton Selatan
Batu Atas,741504,Kab. Buton Selatan
Siompu Barat,741505,Kab. Buton Selatan
Siompu,741506,Kab. Buton Selatan
Kadatua,741507,Kab. Buton Selatan
Mandonga,747101,Kota Kendari
Kendari,747102,Kota Kendari
Baruga,747103,Kota Kendari
Poasia,747104,Kota Kendari
Kendari Barat,747105,Kota Kendari
Abeli,747106,Kota Kendari
Wua-Wua,747107,Kota Kendari
Kadia,747108,Kota Kendari
Puuwatu,747109,Kota Kendari
Kambu,747110,Kota Kendari
Nambo,747111,Kota Kendari
Betoambari,747201,Kota Bau Bau
Wolio,747202,Kota Bau Bau
Sorawolio,747203,Kota Bau Bau
Bungi,747204,Kota Bau Bau
Kokalukuna,747205,Kota Bau Bau
Murhum,747206,Kota Bau Bau
Lea-Lea,747207,Kota Bau Bau
Batupoaro,747208,Kota Bau Bau
Limboto,750101,Kab. Gorontalo
Telaga,750102,Kab. Gorontalo
Batudaa,750103,Kab. Gorontalo
Tibawa,750104,Kab. Gorontalo
Batudaa Pantai,750105,Kab. Gorontalo
Boliyohuto,750109,Kab. Gorontalo
Telaga Biru,750110,Kab. Gorontalo
Bongomeme,750111,Kab. Gorontalo
Tolangohula,750113,Kab. Gorontalo
Mootilango,750114,Kab. Gorontalo
Pulubala,750116,Kab. Gorontalo
Limboto Barat,750117,Kab. Gorontalo
Tilango,750118,Kab. Gorontalo
Tabongo,750119,Kab. Gorontalo
Biluhu,750120,Kab. Gorontalo
Asparaga,750121,Kab. Gorontalo
Talaga Jaya,750122,Kab. Gorontalo
Bilato,750123,Kab. Gorontalo
Dungaliyo,750124,Kab. Gorontalo
Paguyaman,750201,Kab. Boalemo
Wonosari,750202,Kab. Boalemo
Dulupi,750203,Kab. Boalemo
Tilamuta,750204,Kab. Boalemo
Mananggu,750205,Kab. Boalemo
Botumoito,750206,Kab. Boalemo
Paguyaman Pantai,750207,Kab. Boalemo
Tapa,750301,Kab. Bone Bolango
Kabila,750302,Kab. Bone Bolango
Suwawa,750303,Kab. Bone Bolango
Bonepantai,750304,Kab. Bone Bolango
Bulango Utara,750305,Kab. Bone Bolango
Tilongkabila,750306,Kab. Bone Bolango
Botupingge,750307,Kab. Bone Bolango
Kabila Bone,750308,Kab. Bone Bolango
Bone,750309,Kab. Bone Bolango
Bone Raya,750310,Kab. Bone Bolango
Suwawa Timur,750311,Kab. Bone Bolango
Suwawa Selatan,750312,Kab. Bone Bolango
Suwawa Tengah,750313,Kab. Bone Bolango
Bulango Ulu,750314,Kab. Bone Bolango
Bulango Selatan,750315,Kab. Bone Bolango
Bulango Timur,750316,Kab. Bone Bolango
Bulawa,750317,Kab. Bone Bolango
Pinogu,750318,Kab. Bone Bolango
Popayato,750401,Kab. Pohuwato
Lemito,750402,Kab. Pohuwato
Randangan,750403,Kab. Pohuwato
Marisa,750404,Kab. Pohuwato
Paguat,750405,Kab. Pohuwato
Patilanggio,750406,Kab. Pohuwato
Taluditi,750407,Kab. Pohuwato
